action="None",hostname="ruthwik-bigip2.dataman.com",bigip_mgmt_ip="10.255.251.224",context_name="/Common/vip1_rick",date_time="Apr 06 2018 15:49:25",dest_ip="",dest_port="",device_product="Advanced Firewall Module",device_vendor="F5",device_version="14.0.0.0.0.1869",dos_attack_event="Attack Started",dos_attack_id="1226145471",dos_attack_name="TCP SYN flood",dos_packets_dropped="0",dos_packets_received="0",errdefs_msgno="23003138",errdefs_msg_name="Network DoS Event",flow_id="0000000000000000",severity="4",dos_mode="Enforced",dos_src="Volumetric, Aggregated across all SrcIP's, VS-Specific attack, metric:PPS",partition_name="Common",route_domain="",source_ip="",source_port="",vlan=""
action="Drop",hostname="ruthwik-bigip2.dataman.com",bigip_mgmt_ip="10.255.251.224",context_name="/Common/vip1_rick",date_time="Apr 06 2018 15:49:44",dest_ip="10.59.141.14",dest_port="80",device_product="Advanced Firewall Module",device_vendor="F5",device_version="14.0.0.0.0.1869",dos_attack_event="Attack Sampled",dos_attack_id="1226145471",dos_attack_name="TCP SYN flood",dos_packets_dropped="32614",dos_packets_received="32615",errdefs_msgno="23003138",errdefs_msg_name="Network DoS Event",flow_id="0000000000000000",severity="4",dos_mode="Enforced",dos_src="Volumetric, Aggregated across all SrcIP's, VS-Specific attack, metric:PPS",partition_name="Common",route_domain="0",source_ip="169.48.156.40",source_port="45014",vlan="/Common/external"
action="Drop",hostname="ruthwik-bigip2.dataman.com",bigip_mgmt_ip="10.255.251.224",context_name="/Common/vip1_rick",date_time="Apr 06 2018 15:49:44",dest_ip="10.59.141.14",dest_port="80",device_product="Advanced Firewall Module",device_vendor="F5",device_version="14.0.0.0.0.1869",dos_attack_event="Attack Sampled",dos_attack_id="1226145471",dos_attack_name="TCP SYN flood",dos_packets_dropped="32108",dos_packets_received="32109",errdefs_msgno="23003138",errdefs_msg_name="Network DoS Event",flow_id="0000000000000000",severity="4",dos_mode="Enforced",dos_src="Volumetric, Aggregated across all SrcIP's, VS-Specific attack, metric:PPS",partition_name="Common",route_domain="0",source_ip="150.216.59.149",source_port="46477",vlan="/Common/external"
action="Drop",hostname="ruthwik-bigip2.dataman.com",bigip_mgmt_ip="10.255.251.224",context_name="/Common/vip1_rick",date_time="Apr 06 2018 15:49:44",dest_ip="10.59.141.14",dest_port="80",device_product="Advanced Firewall Module",device_vendor="F5",device_version="14.0.0.0.0.1869",dos_attack_event="Attack Sampled",dos_attack_id="1226145471",dos_attack_name="TCP SYN flood",dos_packets_dropped="32001",dos_packets_received="32002",errdefs_msgno="23003138",errdefs_msg_name="Network DoS Event",flow_id="0000000000000000",severity="4",dos_mode="Enforced",dos_src="Volumetric, Aggregated across all SrcIP's, VS-Specific attack, metric:PPS",partition_name="Common",route_domain="0",source_ip="156.38.131.73",source_port="49823",vlan="/Common/external"
action="Drop",hostname="ruthwik-bigip2.dataman.com",bigip_mgmt_ip="10.255.251.224",context_name="/Common/vip1_rick",date_time="Apr 06 2018 15:49:45",dest_ip="10.59.141.14",dest_port="80",device_product="Advanced Firewall Module",device_vendor="F5",device_version="14.0.0.0.0.1869",dos_attack_event="Attack Sampled",dos_attack_id="1226145471",dos_attack_name="TCP SYN flood",dos_packets_dropped="32244",dos_packets_received="32245",errdefs_msgno="23003138",errdefs_msg_name="Network DoS Event",flow_id="0000000000000000",severity="4",dos_mode="Enforced",dos_src="Volumetric, Aggregated across all SrcIP's, VS-Specific attack, metric:PPS",partition_name="Common",route_domain="0",source_ip="220.19.217.215",source_port="50351",vlan="/Common/external"
action="Drop",hostname="ruthwik-bigip2.dataman.com",bigip_mgmt_ip="10.255.251.224",context_name="/Common/vip1_rick",date_time="Apr 06 2018 15:49:45",dest_ip="10.59.141.14",dest_port="80",device_product="Advanced Firewall Module",device_vendor="F5",device_version="14.0.0.0.0.1869",dos_attack_event="Attack Sampled",dos_attack_id="1226145471",dos_attack_name="TCP SYN flood",dos_packets_dropped="32910",dos_packets_received="32911",errdefs_msgno="23003138",errdefs_msg_name="Network DoS Event",flow_id="0000000000000000",severity="4",dos_mode="Enforced",dos_src="Volumetric, Aggregated across all SrcIP's, VS-Specific attack, metric:PPS",partition_name="Common",route_domain="0",source_ip="23.215.119.117",source_port="50640",vlan="/Common/external"
action="Drop",hostname="ruthwik-bigip2.dataman.com",bigip_mgmt_ip="10.255.251.224",context_name="/Common/vip1_rick",date_time="Apr 06 2018 15:49:45",dest_ip="10.59.141.14",dest_port="80",device_product="Advanced Firewall Module",device_vendor="F5",device_version="14.0.0.0.0.1869",dos_attack_event="Attack Sampled",dos_attack_id="1226145471",dos_attack_name="TCP SYN flood",dos_packets_dropped="32207",dos_packets_received="32208",errdefs_msgno="23003138",errdefs_msg_name="Network DoS Event",flow_id="0000000000000000",severity="4",dos_mode="Enforced",dos_src="Volumetric, Aggregated across all SrcIP's, VS-Specific attack, metric:PPS",partition_name="Common",route_domain="0",source_ip="23.86.68.100",source_port="51924",vlan="/Common/external"
action="Drop",hostname="ruthwik-bigip2.dataman.com",bigip_mgmt_ip="10.255.251.224",context_name="/Common/vip1_rick",date_time="Apr 06 2018 15:49:45",dest_ip="10.59.141.14",dest_port="80",device_product="Advanced Firewall Module",device_vendor="F5",device_version="14.0.0.0.0.1869",dos_attack_event="Attack Sampled",dos_attack_id="1226145471",dos_attack_name="TCP SYN flood",dos_packets_dropped="32353",dos_packets_received="32354",errdefs_msgno="23003138",errdefs_msg_name="Network DoS Event",flow_id="0000000000000000",severity="4",dos_mode="Enforced",dos_src="Volumetric, Aggregated across all SrcIP's, VS-Specific attack, metric:PPS",partition_name="Common",route_domain="0",source_ip="129.10.115.179",source_port="55183",vlan="/Common/external"
action="Drop",hostname="ruthwik-bigip2.dataman.com",bigip_mgmt_ip="10.255.251.224",context_name="/Common/vip1_rick",date_time="Apr 06 2018 15:49:46",dest_ip="10.59.141.14",dest_port="80",device_product="Advanced Firewall Module",device_vendor="F5",device_version="14.0.0.0.0.1869",dos_attack_event="Attack Sampled",dos_attack_id="1226145471",dos_attack_name="TCP SYN flood",dos_packets_dropped="32222",dos_packets_received="32223",errdefs_msgno="23003138",errdefs_msg_name="Network DoS Event",flow_id="0000000000000000",severity="4",dos_mode="Enforced",dos_src="Volumetric, Aggregated across all SrcIP's, VS-Specific attack, metric:PPS",partition_name="Common",route_domain="0",source_ip="209.87.184.197",source_port="55700",vlan="/Common/external"
action="Drop",hostname="ruthwik-bigip2.dataman.com",bigip_mgmt_ip="10.255.251.224",context_name="/Common/vip1_rick",date_time="Apr 06 2018 15:49:46",dest_ip="10.59.141.14",dest_port="80",device_product="Advanced Firewall Module",device_vendor="F5",device_version="14.0.0.0.0.1869",dos_attack_event="Attack Sampled",dos_attack_id="1226145471",dos_attack_name="TCP SYN flood",dos_packets_dropped="32574",dos_packets_received="32575",errdefs_msgno="23003138",errdefs_msg_name="Network DoS Event",flow_id="0000000000000000",severity="4",dos_mode="Enforced",dos_src="Volumetric, Aggregated across all SrcIP's, VS-Specific attack, metric:PPS",partition_name="Common",route_domain="0",source_ip="68.221.106.163",source_port="55999",vlan="/Common/external"
action="Drop",hostname="ruthwik-bigip2.dataman.com",bigip_mgmt_ip="10.255.251.224",context_name="/Common/vip1_rick",date_time="Apr 06 2018 15:49:46",dest_ip="10.59.141.14",dest_port="80",device_product="Advanced Firewall Module",device_vendor="F5",device_version="14.0.0.0.0.1869",dos_attack_event="Attack Sampled",dos_attack_id="1226145471",dos_attack_name="TCP SYN flood",dos_packets_dropped="31811",dos_packets_received="31812",errdefs_msgno="23003138",errdefs_msg_name="Network DoS Event",flow_id="0000000000000000",severity="4",dos_mode="Enforced",dos_src="Volumetric, Aggregated across all SrcIP's, VS-Specific attack, metric:PPS",partition_name="Common",route_domain="0",source_ip="86.242.192.186",source_port="57196",vlan="/Common/external"
action="Drop",hostname="ruthwik-bigip2.dataman.com",bigip_mgmt_ip="10.255.251.224",context_name="/Common/vip1_rick",date_time="Apr 06 2018 15:49:46",dest_ip="10.59.141.14",dest_port="80",device_product="Advanced Firewall Module",device_vendor="F5",device_version="14.0.0.0.0.1869",dos_attack_event="Attack Sampled",dos_attack_id="1226145471",dos_attack_name="TCP SYN flood",dos_packets_dropped="32573",dos_packets_received="32574",errdefs_msgno="23003138",errdefs_msg_name="Network DoS Event",flow_id="0000000000000000",severity="4",dos_mode="Enforced",dos_src="Volumetric, Aggregated across all SrcIP's, VS-Specific attack, metric:PPS",partition_name="Common",route_domain="0",source_ip="22.103.142.136",source_port="60583",vlan="/Common/external"
action="Drop",hostname="ruthwik-bigip2.dataman.com",bigip_mgmt_ip="10.255.251.224",context_name="/Common/vip1_rick",date_time="Apr 06 2018 15:49:47",dest_ip="10.59.141.14",dest_port="80",device_product="Advanced Firewall Module",device_vendor="F5",device_version="14.0.0.0.0.1869",dos_attack_event="Attack Sampled",dos_attack_id="1226145471",dos_attack_name="TCP SYN flood",dos_packets_dropped="32389",dos_packets_received="32390",errdefs_msgno="23003138",errdefs_msg_name="Network DoS Event",flow_id="0000000000000000",severity="4",dos_mode="Enforced",dos_src="Volumetric, Aggregated across all SrcIP's, VS-Specific attack, metric:PPS",partition_name="Common",route_domain="0",source_ip="178.169.216.99",source_port="60991",vlan="/Common/external"
action="Drop",hostname="ruthwik-bigip2.dataman.com",bigip_mgmt_ip="10.255.251.224",context_name="/Common/vip1_rick",date_time="Apr 06 2018 15:49:47",dest_ip="10.59.141.14",dest_port="80",device_product="Advanced Firewall Module",device_vendor="F5",device_version="14.0.0.0.0.1869",dos_attack_event="Attack Sampled",dos_attack_id="1226145471",dos_attack_name="TCP SYN flood",dos_packets_dropped="32301",dos_packets_received="32302",errdefs_msgno="23003138",errdefs_msg_name="Network DoS Event",flow_id="0000000000000000",severity="4",dos_mode="Enforced",dos_src="Volumetric, Aggregated across all SrcIP's, VS-Specific attack, metric:PPS",partition_name="Common",route_domain="0",source_ip="72.128.149.40",source_port="61183",vlan="/Common/external"
action="Drop",hostname="ruthwik-bigip2.dataman.com",bigip_mgmt_ip="10.255.251.224",context_name="/Common/vip1_rick",date_time="Apr 06 2018 15:49:47",dest_ip="10.59.141.14",dest_port="80",device_product="Advanced Firewall Module",device_vendor="F5",device_version="14.0.0.0.0.1869",dos_attack_event="Attack Sampled",dos_attack_id="1226145471",dos_attack_name="TCP SYN flood",dos_packets_dropped="32374",dos_packets_received="32375",errdefs_msgno="23003138",errdefs_msg_name="Network DoS Event",flow_id="0000000000000000",severity="4",dos_mode="Enforced",dos_src="Volumetric, Aggregated across all SrcIP's, VS-Specific attack, metric:PPS",partition_name="Common",route_domain="0",source_ip="202.216.115.14",source_port="62574",vlan="/Common/external"
action="Drop",hostname="ruthwik-bigip2.dataman.com",bigip_mgmt_ip="10.255.251.224",context_name="/Common/vip1_rick",date_time="Apr 06 2018 15:49:47",dest_ip="10.59.141.14",dest_port="80",device_product="Advanced Firewall Module",device_vendor="F5",device_version="14.0.0.0.0.1869",dos_attack_event="Attack Sampled",dos_attack_id="1226145471",dos_attack_name="TCP SYN flood",dos_packets_dropped="32416",dos_packets_received="32417",errdefs_msgno="23003138",errdefs_msg_name="Network DoS Event",flow_id="0000000000000000",severity="4",dos_mode="Enforced",dos_src="Volumetric, Aggregated across all SrcIP's, VS-Specific attack, metric:PPS",partition_name="Common",route_domain="0",source_ip="7.201.214.232",source_port="502",vlan="/Common/external"
action="Drop",hostname="ruthwik-bigip2.dataman.com",bigip_mgmt_ip="10.255.251.224",context_name="/Common/vip1_rick",date_time="Apr 06 2018 15:49:48",dest_ip="10.59.141.14",dest_port="80",device_product="Advanced Firewall Module",device_vendor="F5",device_version="14.0.0.0.0.1869",dos_attack_event="Attack Sampled",dos_attack_id="1226145471",dos_attack_name="TCP SYN flood",dos_packets_dropped="32328",dos_packets_received="32329",errdefs_msgno="23003138",errdefs_msg_name="Network DoS Event",flow_id="0000000000000000",severity="4",dos_mode="Enforced",dos_src="Volumetric, Aggregated across all SrcIP's, VS-Specific attack, metric:PPS",partition_name="Common",route_domain="0",source_ip="11.217.209.136",source_port="494",vlan="/Common/external"
action="Drop",hostname="ruthwik-bigip2.dataman.com",bigip_mgmt_ip="10.255.251.224",context_name="/Common/vip1_rick",date_time="Apr 06 2018 15:49:48",dest_ip="10.59.141.14",dest_port="80",device_product="Advanced Firewall Module",device_vendor="F5",device_version="14.0.0.0.0.1869",dos_attack_event="Attack Sampled",dos_attack_id="1226145471",dos_attack_name="TCP SYN flood",dos_packets_dropped="32185",dos_packets_received="32186",errdefs_msgno="23003138",errdefs_msg_name="Network DoS Event",flow_id="0000000000000000",severity="4",dos_mode="Enforced",dos_src="Volumetric, Aggregated across all SrcIP's, VS-Specific attack, metric:PPS",partition_name="Common",route_domain="0",source_ip="48.11.133.169",source_port="720",vlan="/Common/external"
action="Drop",hostname="ruthwik-bigip2.dataman.com",bigip_mgmt_ip="10.255.251.224",context_name="/Common/vip1_rick",date_time="Apr 06 2018 15:49:48",dest_ip="10.59.141.14",dest_port="80",device_product="Advanced Firewall Module",device_vendor="F5",device_version="14.0.0.0.0.1869",dos_attack_event="Attack Sampled",dos_attack_id="1226145471",dos_attack_name="TCP SYN flood",dos_packets_dropped="32237",dos_packets_received="32238",errdefs_msgno="23003138",errdefs_msg_name="Network DoS Event",flow_id="0000000000000000",severity="4",dos_mode="Enforced",dos_src="Volumetric, Aggregated across all SrcIP's, VS-Specific attack, metric:PPS",partition_name="Common",route_domain="0",source_ip="188.45.77.215",source_port="1984",vlan="/Common/external"
action="Drop",hostname="ruthwik-bigip2.dataman.com",bigip_mgmt_ip="10.255.251.224",context_name="/Common/vip1_rick",date_time="Apr 06 2018 15:49:48",dest_ip="10.59.141.14",dest_port="80",device_product="Advanced Firewall Module",device_vendor="F5",device_version="14.0.0.0.0.1869",dos_attack_event="Attack Sampled",dos_attack_id="1226145471",dos_attack_name="TCP SYN flood",dos_packets_dropped="32376",dos_packets_received="32377",errdefs_msgno="23003138",errdefs_msg_name="Network DoS Event",flow_id="0000000000000000",severity="4",dos_mode="Enforced",dos_src="Volumetric, Aggregated across all SrcIP's, VS-Specific attack, metric:PPS",partition_name="Common",route_domain="0",source_ip="41.72.131.197",source_port="5530",vlan="/Common/external"
action="Drop",hostname="ruthwik-bigip2.dataman.com",bigip_mgmt_ip="10.255.251.224",context_name="/Common/vip1_rick",date_time="Apr 06 2018 15:49:49",dest_ip="10.59.141.14",dest_port="80",device_product="Advanced Firewall Module",device_vendor="F5",device_version="14.0.0.0.0.1869",dos_attack_event="Attack Sampled",dos_attack_id="1226145471",dos_attack_name="TCP SYN flood",dos_packets_dropped="32189",dos_packets_received="32190",errdefs_msgno="23003138",errdefs_msg_name="Network DoS Event",flow_id="0000000000000000",severity="4",dos_mode="Enforced",dos_src="Volumetric, Aggregated across all SrcIP's, VS-Specific attack, metric:PPS",partition_name="Common",route_domain="0",source_ip="168.206.52.205",source_port="5800",vlan="/Common/external"
action="Drop",hostname="ruthwik-bigip2.dataman.com",bigip_mgmt_ip="10.255.251.224",context_name="/Common/vip1_rick",date_time="Apr 06 2018 15:49:49",dest_ip="10.59.141.14",dest_port="80",device_product="Advanced Firewall Module",device_vendor="F5",device_version="14.0.0.0.0.1869",dos_attack_event="Attack Sampled",dos_attack_id="1226145471",dos_attack_name="TCP SYN flood",dos_packets_dropped="32202",dos_packets_received="32203",errdefs_msgno="23003138",errdefs_msg_name="Network DoS Event",flow_id="0000000000000000",severity="4",dos_mode="Enforced",dos_src="Volumetric, Aggregated across all SrcIP's, VS-Specific attack, metric:PPS",partition_name="Common",route_domain="0",source_ip="59.240.113.209",source_port="6043",vlan="/Common/external"
action="Drop",hostname="ruthwik-bigip2.dataman.com",bigip_mgmt_ip="10.255.251.224",context_name="/Common/vip1_rick",date_time="Apr 06 2018 15:49:49",dest_ip="10.59.141.14",dest_port="80",device_product="Advanced Firewall Module",device_vendor="F5",device_version="14.0.0.0.0.1869",dos_attack_event="Attack Sampled",dos_attack_id="1226145471",dos_attack_name="TCP SYN flood",dos_packets_dropped="32606",dos_packets_received="32607",errdefs_msgno="23003138",errdefs_msg_name="Network DoS Event",flow_id="0000000000000000",severity="4",dos_mode="Enforced",dos_src="Volumetric, Aggregated across all SrcIP's, VS-Specific attack, metric:PPS",partition_name="Common",route_domain="0",source_ip="7.122.162.169",source_port="7657",vlan="/Common/external"
action="Drop",hostname="ruthwik-bigip2.dataman.com",bigip_mgmt_ip="10.255.251.224",context_name="/Common/vip1_rick",date_time="Apr 06 2018 15:49:49",dest_ip="10.59.141.14",dest_port="80",device_product="Advanced Firewall Module",device_vendor="F5",device_version="14.0.0.0.0.1869",dos_attack_event="Attack Sampled",dos_attack_id="1226145471",dos_attack_name="TCP SYN flood",dos_packets_dropped="32435",dos_packets_received="32436",errdefs_msgno="23003138",errdefs_msg_name="Network DoS Event",flow_id="0000000000000000",severity="4",dos_mode="Enforced",dos_src="Volumetric, Aggregated across all SrcIP's, VS-Specific attack, metric:PPS",partition_name="Common",route_domain="0",source_ip="5.176.52.167",source_port="10837",vlan="/Common/external"
action="Drop",hostname="ruthwik-bigip2.dataman.com",bigip_mgmt_ip="10.255.251.224",context_name="/Common/vip1_rick",date_time="Apr 06 2018 15:49:50",dest_ip="10.59.141.14",dest_port="80",device_product="Advanced Firewall Module",device_vendor="F5",device_version="14.0.0.0.0.1869",dos_attack_event="Attack Sampled",dos_attack_id="1226145471",dos_attack_name="TCP SYN flood",dos_packets_dropped="32449",dos_packets_received="32450",errdefs_msgno="23003138",errdefs_msg_name="Network DoS Event",flow_id="0000000000000000",severity="4",dos_mode="Enforced",dos_src="Volumetric, Aggregated across all SrcIP's, VS-Specific attack, metric:PPS",partition_name="Common",route_domain="0",source_ip="220.87.232.238",source_port="11414",vlan="/Common/external"
action="Drop",hostname="ruthwik-bigip2.dataman.com",bigip_mgmt_ip="10.255.251.224",context_name="/Common/vip1_rick",date_time="Apr 06 2018 15:49:50",dest_ip="10.59.141.14",dest_port="80",device_product="Advanced Firewall Module",device_vendor="F5",device_version="14.0.0.0.0.1869",dos_attack_event="Attack Sampled",dos_attack_id="1226145471",dos_attack_name="TCP SYN flood",dos_packets_dropped="32549",dos_packets_received="32550",errdefs_msgno="23003138",errdefs_msg_name="Network DoS Event",flow_id="0000000000000000",severity="4",dos_mode="Enforced",dos_src="Volumetric, Aggregated across all SrcIP's, VS-Specific attack, metric:PPS",partition_name="Common",route_domain="0",source_ip="143.203.113.86",source_port="11660",vlan="/Common/external"
action="Drop",hostname="ruthwik-bigip2.dataman.com",bigip_mgmt_ip="10.255.251.224",context_name="/Common/vip1_rick",date_time="Apr 06 2018 15:49:50",dest_ip="10.59.141.14",dest_port="80",device_product="Advanced Firewall Module",device_vendor="F5",device_version="14.0.0.0.0.1869",dos_attack_event="Attack Sampled",dos_attack_id="1226145471",dos_attack_name="TCP SYN flood",dos_packets_dropped="32546",dos_packets_received="32547",errdefs_msgno="23003138",errdefs_msg_name="Network DoS Event",flow_id="0000000000000000",severity="4",dos_mode="Enforced",dos_src="Volumetric, Aggregated across all SrcIP's, VS-Specific attack, metric:PPS",partition_name="Common",route_domain="0",source_ip="131.86.52.17",source_port="13248",vlan="/Common/external"
action="Drop",hostname="ruthwik-bigip2.dataman.com",bigip_mgmt_ip="10.255.251.224",context_name="/Common/vip1_rick",date_time="Apr 06 2018 15:49:50",dest_ip="10.59.141.14",dest_port="80",device_product="Advanced Firewall Module",device_vendor="F5",device_version="14.0.0.0.0.1869",dos_attack_event="Attack Sampled",dos_attack_id="1226145471",dos_attack_name="TCP SYN flood",dos_packets_dropped="32166",dos_packets_received="32167",errdefs_msgno="23003138",errdefs_msg_name="Network DoS Event",flow_id="0000000000000000",severity="4",dos_mode="Enforced",dos_src="Volumetric, Aggregated across all SrcIP's, VS-Specific attack, metric:PPS",partition_name="Common",route_domain="0",source_ip="109.206.117.149",source_port="16372",vlan="/Common/external"
action="Drop",hostname="ruthwik-bigip2.dataman.com",bigip_mgmt_ip="10.255.251.224",context_name="/Common/vip1_rick",date_time="Apr 06 2018 15:49:51",dest_ip="10.59.141.14",dest_port="80",device_product="Advanced Firewall Module",device_vendor="F5",device_version="14.0.0.0.0.1869",dos_attack_event="Attack Sampled",dos_attack_id="1226145471",dos_attack_name="TCP SYN flood",dos_packets_dropped="32580",dos_packets_received="32581",errdefs_msgno="23003138",errdefs_msg_name="Network DoS Event",flow_id="0000000000000000",severity="4",dos_mode="Enforced",dos_src="Volumetric, Aggregated across all SrcIP's, VS-Specific attack, metric:PPS",partition_name="Common",route_domain="0",source_ip="177.18.232.202",source_port="16866",vlan="/Common/external"
action="Drop",hostname="ruthwik-bigip2.dataman.com",bigip_mgmt_ip="10.255.251.224",context_name="/Common/vip1_rick",date_time="Apr 06 2018 15:49:51",dest_ip="10.59.141.14",dest_port="80",device_product="Advanced Firewall Module",device_vendor="F5",device_version="14.0.0.0.0.1869",dos_attack_event="Attack Sampled",dos_attack_id="1226145471",dos_attack_name="TCP SYN flood",dos_packets_dropped="32171",dos_packets_received="32172",errdefs_msgno="23003138",errdefs_msg_name="Network DoS Event",flow_id="0000000000000000",severity="4",dos_mode="Enforced",dos_src="Volumetric, Aggregated across all SrcIP's, VS-Specific attack, metric:PPS",partition_name="Common",route_domain="0",source_ip="100.136.12.200",source_port="17076",vlan="/Common/external"
action="Drop",hostname="ruthwik-bigip2.dataman.com",bigip_mgmt_ip="10.255.251.224",context_name="/Common/vip1_rick",date_time="Apr 06 2018 15:49:51",dest_ip="10.59.141.14",dest_port="80",device_product="Advanced Firewall Module",device_vendor="F5",device_version="14.0.0.0.0.1869",dos_attack_event="Attack Sampled",dos_attack_id="1226145471",dos_attack_name="TCP SYN flood",dos_packets_dropped="32345",dos_packets_received="32346",errdefs_msgno="23003138",errdefs_msg_name="Network DoS Event",flow_id="0000000000000000",severity="4",dos_mode="Enforced",dos_src="Volumetric, Aggregated across all SrcIP's, VS-Specific attack, metric:PPS",partition_name="Common",route_domain="0",source_ip="7.211.5.129",source_port="18745",vlan="/Common/external"
action="Drop",hostname="ruthwik-bigip2.dataman.com",bigip_mgmt_ip="10.255.251.224",context_name="/Common/vip1_rick",date_time="Apr 06 2018 15:49:51",dest_ip="10.59.141.14",dest_port="80",device_product="Advanced Firewall Module",device_vendor="F5",device_version="14.0.0.0.0.1869",dos_attack_event="Attack Sampled",dos_attack_id="1226145471",dos_attack_name="TCP SYN flood",dos_packets_dropped="32364",dos_packets_received="32365",errdefs_msgno="23003138",errdefs_msg_name="Network DoS Event",flow_id="0000000000000000",severity="4",dos_mode="Enforced",dos_src="Volumetric, Aggregated across all SrcIP's, VS-Specific attack, metric:PPS",partition_name="Common",route_domain="0",source_ip="56.59.200.247",source_port="21940",vlan="/Common/external"
action="Drop",hostname="ruthwik-bigip2.dataman.com",bigip_mgmt_ip="10.255.251.224",context_name="/Common/vip1_rick",date_time="Apr 06 2018 15:49:52",dest_ip="10.59.141.14",dest_port="80",device_product="Advanced Firewall Module",device_vendor="F5",device_version="14.0.0.0.0.1869",dos_attack_event="Attack Sampled",dos_attack_id="1226145471",dos_attack_name="TCP SYN flood",dos_packets_dropped="32512",dos_packets_received="32513",errdefs_msgno="23003138",errdefs_msg_name="Network DoS Event",flow_id="0000000000000000",severity="4",dos_mode="Enforced",dos_src="Volumetric, Aggregated across all SrcIP's, VS-Specific attack, metric:PPS",partition_name="Common",route_domain="0",source_ip="23.176.84.5",source_port="22045",vlan="/Common/external"
action="Drop",hostname="ruthwik-bigip2.dataman.com",bigip_mgmt_ip="10.255.251.224",context_name="/Common/vip1_rick",date_time="Apr 06 2018 15:49:52",dest_ip="10.59.141.14",dest_port="80",device_product="Advanced Firewall Module",device_vendor="F5",device_version="14.0.0.0.0.1869",dos_attack_event="Attack Sampled",dos_attack_id="1226145471",dos_attack_name="TCP SYN flood",dos_packets_dropped="32535",dos_packets_received="32536",errdefs_msgno="23003138",errdefs_msg_name="Network DoS Event",flow_id="0000000000000000",severity="4",dos_mode="Enforced",dos_src="Volumetric, Aggregated across all SrcIP's, VS-Specific attack, metric:PPS",partition_name="Common",route_domain="0",source_ip="142.234.131.195",source_port="22359",vlan="/Common/external"
action="Drop",hostname="ruthwik-bigip2.dataman.com",bigip_mgmt_ip="10.255.251.224",context_name="/Common/vip1_rick",date_time="Apr 06 2018 15:49:52",dest_ip="10.59.141.14",dest_port="80",device_product="Advanced Firewall Module",device_vendor="F5",device_version="14.0.0.0.0.1869",dos_attack_event="Attack Sampled",dos_attack_id="1226145471",dos_attack_name="TCP SYN flood",dos_packets_dropped="32456",dos_packets_received="32457",errdefs_msgno="23003138",errdefs_msg_name="Network DoS Event",flow_id="0000000000000000",severity="4",dos_mode="Enforced",dos_src="Volumetric, Aggregated across all SrcIP's, VS-Specific attack, metric:PPS",partition_name="Common",route_domain="0",source_ip="70.155.25.255",source_port="23840",vlan="/Common/external"
action="Drop",hostname="ruthwik-bigip2.dataman.com",bigip_mgmt_ip="10.255.251.224",context_name="/Common/vip1_rick",date_time="Apr 06 2018 15:49:52",dest_ip="10.59.141.14",dest_port="80",device_product="Advanced Firewall Module",device_vendor="F5",device_version="14.0.0.0.0.1869",dos_attack_event="Attack Sampled",dos_attack_id="1226145471",dos_attack_name="TCP SYN flood",dos_packets_dropped="31997",dos_packets_received="31998",errdefs_msgno="23003138",errdefs_msg_name="Network DoS Event",flow_id="0000000000000000",severity="4",dos_mode="Enforced",dos_src="Volumetric, Aggregated across all SrcIP's, VS-Specific attack, metric:PPS",partition_name="Common",route_domain="0",source_ip="215.1.179.184",source_port="27071",vlan="/Common/external"
action="Drop",hostname="ruthwik-bigip2.dataman.com",bigip_mgmt_ip="10.255.251.224",context_name="/Common/vip1_rick",date_time="Apr 06 2018 15:49:53",dest_ip="10.59.141.14",dest_port="80",device_product="Advanced Firewall Module",device_vendor="F5",device_version="14.0.0.0.0.1869",dos_attack_event="Attack Sampled",dos_attack_id="1226145471",dos_attack_name="TCP SYN flood",dos_packets_dropped="32768",dos_packets_received="32769",errdefs_msgno="23003138",errdefs_msg_name="Network DoS Event",flow_id="0000000000000000",severity="4",dos_mode="Enforced",dos_src="Volumetric, Aggregated across all SrcIP's, VS-Specific attack, metric:PPS",partition_name="Common",route_domain="0",source_ip="212.176.5.169",source_port="27305",vlan="/Common/external"
action="Drop",hostname="ruthwik-bigip2.dataman.com",bigip_mgmt_ip="10.255.251.224",context_name="/Common/vip1_rick",date_time="Apr 06 2018 15:49:53",dest_ip="10.59.141.14",dest_port="80",device_product="Advanced Firewall Module",device_vendor="F5",device_version="14.0.0.0.0.1869",dos_attack_event="Attack Sampled",dos_attack_id="1226145471",dos_attack_name="TCP SYN flood",dos_packets_dropped="31925",dos_packets_received="31926",errdefs_msgno="23003138",errdefs_msg_name="Network DoS Event",flow_id="0000000000000000",severity="4",dos_mode="Enforced",dos_src="Volumetric, Aggregated across all SrcIP's, VS-Specific attack, metric:PPS",partition_name="Common",route_domain="0",source_ip="215.170.211.201",source_port="27528",vlan="/Common/external"
action="Drop",hostname="ruthwik-bigip2.dataman.com",bigip_mgmt_ip="10.255.251.224",context_name="/Common/vip1_rick",date_time="Apr 06 2018 15:49:53",dest_ip="10.59.141.14",dest_port="80",device_product="Advanced Firewall Module",device_vendor="F5",device_version="14.0.0.0.0.1869",dos_attack_event="Attack Sampled",dos_attack_id="1226145471",dos_attack_name="TCP SYN flood",dos_packets_dropped="32388",dos_packets_received="32389",errdefs_msgno="23003138",errdefs_msg_name="Network DoS Event",flow_id="0000000000000000",severity="4",dos_mode="Enforced",dos_src="Volumetric, Aggregated across all SrcIP's, VS-Specific attack, metric:PPS",partition_name="Common",route_domain="0",source_ip="39.177.30.39",source_port="29100",vlan="/Common/external"
