action="None",hostname="scott-bigip2.dataman.com",bigip_mgmt_ip="10.255.251.228",context_name="/Common/vip1",date_time="Nov 15 2017 08:49:31",dest_ip="",dest_port="",device_product="Advanced Firewall Module",device_vendor="F5",device_version="13.1.0.0.0.1867",dos_attack_event="Attack Started",dos_attack_id="603795236",dos_attack_name="TCP SYN Oversize",dos_packets_dropped="0",dos_packets_received="0",errdefs_msgno="23003138",errdefs_msg_name="Network DoS Event",flow_id="0000000000000000",severity="4",dos_mode="Enforced",dos_src="Volumetric, Aggregated across all SrcIP's, VS-Specific attack, metric:PPS",partition_name="Common",route_domain="",source_ip="",source_port="",vlan=""
action="Allow",hostname="scott-bigip2.dataman.com",bigip_mgmt_ip="10.255.251.228",context_name="/Common/vip1",date_time="Nov 15 2017 08:50:22",dest_ip="10.59.141.18",dest_port="80",device_product="Advanced Firewall Module",device_vendor="F5",device_version="13.1.0.0.0.1867",dos_attack_event="Attack Sampled",dos_attack_id="603795236",dos_attack_name="TCP SYN Oversize",dos_packets_dropped="0",dos_packets_received="10050",errdefs_msgno="23003138",errdefs_msg_name="Network DoS Event",flow_id="0000000000000000",severity="4",dos_mode="Enforced",dos_src="Volumetric, Aggregated across all SrcIP's, VS-Specific attack, metric:PPS",partition_name="Common",route_domain="0",source_ip="247.106.87.84",source_port="63283",vlan="/Common/external"
action="Allow",hostname="scott-bigip2.dataman.com",bigip_mgmt_ip="10.255.251.228",context_name="/Common/vip1",date_time="Nov 15 2017 08:50:22",dest_ip="10.59.141.18",dest_port="80",device_product="Advanced Firewall Module",device_vendor="F5",device_version="13.1.0.0.0.1867",dos_attack_event="Attack Sampled",dos_attack_id="603795236",dos_attack_name="TCP SYN Oversize",dos_packets_dropped="0",dos_packets_received="10171",errdefs_msgno="23003138",errdefs_msg_name="Network DoS Event",flow_id="0000000000000000",severity="4",dos_mode="Enforced",dos_src="Volumetric, Aggregated across all SrcIP's, VS-Specific attack, metric:PPS",partition_name="Common",route_domain="0",source_ip="46.70.181.186",source_port="63335",vlan="/Common/external"
action="Allow",hostname="scott-bigip2.dataman.com",bigip_mgmt_ip="10.255.251.228",context_name="/Common/vip1",date_time="Nov 15 2017 08:50:22",dest_ip="10.59.141.18",dest_port="80",device_product="Advanced Firewall Module",device_vendor="F5",device_version="13.1.0.0.0.1867",dos_attack_event="Attack Sampled",dos_attack_id="603795236",dos_attack_name="TCP SYN Oversize",dos_packets_dropped="0",dos_packets_received="10133",errdefs_msgno="23003138",errdefs_msg_name="Network DoS Event",flow_id="0000000000000000",severity="4",dos_mode="Enforced",dos_src="Volumetric, Aggregated across all SrcIP's, VS-Specific attack, metric:PPS",partition_name="Common",route_domain="0",source_ip="184.118.211.236",source_port="63781",vlan="/Common/external"
action="Allow",hostname="scott-bigip2.dataman.com",bigip_mgmt_ip="10.255.251.228",context_name="/Common/vip1",date_time="Nov 15 2017 08:50:23",dest_ip="10.59.141.18",dest_port="80",device_product="Advanced Firewall Module",device_vendor="F5",device_version="13.1.0.0.0.1867",dos_attack_event="Attack Sampled",dos_attack_id="603795236",dos_attack_name="TCP SYN Oversize",dos_packets_dropped="0",dos_packets_received="9950",errdefs_msgno="23003138",errdefs_msg_name="Network DoS Event",flow_id="0000000000000000",severity="4",dos_mode="Enforced",dos_src="Volumetric, Aggregated across all SrcIP's, VS-Specific attack, metric:PPS",partition_name="Common",route_domain="0",source_ip="201.135.114.54",source_port="28939",vlan="/Common/external"
action="Allow",hostname="scott-bigip2.dataman.com",bigip_mgmt_ip="10.255.251.228",context_name="/Common/vip1",date_time="Nov 15 2017 08:50:23",dest_ip="10.59.141.18",dest_port="80",device_product="Advanced Firewall Module",device_vendor="F5",device_version="13.1.0.0.0.1867",dos_attack_event="Attack Sampled",dos_attack_id="603795236",dos_attack_name="TCP SYN Oversize",dos_packets_dropped="0",dos_packets_received="9945",errdefs_msgno="23003138",errdefs_msg_name="Network DoS Event",flow_id="0000000000000000",severity="4",dos_mode="Enforced",dos_src="Volumetric, Aggregated across all SrcIP's, VS-Specific attack, metric:PPS",partition_name="Common",route_domain="0",source_ip="144.172.4.247",source_port="29126",vlan="/Common/external"
action="Allow",hostname="scott-bigip2.dataman.com",bigip_mgmt_ip="10.255.251.228",context_name="/Common/vip1",date_time="Nov 15 2017 08:50:23",dest_ip="10.59.141.18",dest_port="80",device_product="Advanced Firewall Module",device_vendor="F5",device_version="13.1.0.0.0.1867",dos_attack_event="Attack Sampled",dos_attack_id="603795236",dos_attack_name="TCP SYN Oversize",dos_packets_dropped="0",dos_packets_received="9932",errdefs_msgno="23003138",errdefs_msg_name="Network DoS Event",flow_id="0000000000000000",severity="4",dos_mode="Enforced",dos_src="Volumetric, Aggregated across all SrcIP's, VS-Specific attack, metric:PPS",partition_name="Common",route_domain="0",source_ip="16.236.7.16",source_port="29173",vlan="/Common/external"
action="Allow",hostname="scott-bigip2.dataman.com",bigip_mgmt_ip="10.255.251.228",context_name="/Common/vip1",date_time="Nov 15 2017 08:50:23",dest_ip="10.59.141.18",dest_port="80",device_product="Advanced Firewall Module",device_vendor="F5",device_version="13.1.0.0.0.1867",dos_attack_event="Attack Sampled",dos_attack_id="603795236",dos_attack_name="TCP SYN Oversize",dos_packets_dropped="0",dos_packets_received="9888",errdefs_msgno="23003138",errdefs_msg_name="Network DoS Event",flow_id="0000000000000000",severity="4",dos_mode="Enforced",dos_src="Volumetric, Aggregated across all SrcIP's, VS-Specific attack, metric:PPS",partition_name="Common",route_domain="0",source_ip="91.201.210.2",source_port="29577",vlan="/Common/external"
action="Allow",hostname="scott-bigip2.dataman.com",bigip_mgmt_ip="10.255.251.228",context_name="/Common/vip1",date_time="Nov 15 2017 08:50:24",dest_ip="10.59.141.18",dest_port="80",device_product="Advanced Firewall Module",device_vendor="F5",device_version="13.1.0.0.0.1867",dos_attack_event="Attack Sampled",dos_attack_id="603795236",dos_attack_name="TCP SYN Oversize",dos_packets_dropped="0",dos_packets_received="10010",errdefs_msgno="23003138",errdefs_msg_name="Network DoS Event",flow_id="0000000000000000",severity="4",dos_mode="Enforced",dos_src="Volumetric, Aggregated across all SrcIP's, VS-Specific attack, metric:PPS",partition_name="Common",route_domain="0",source_ip="142.105.143.236",source_port="57444",vlan="/Common/external"
action="Allow",hostname="scott-bigip2.dataman.com",bigip_mgmt_ip="10.255.251.228",context_name="/Common/vip1",date_time="Nov 15 2017 08:50:24",dest_ip="10.59.141.18",dest_port="80",device_product="Advanced Firewall Module",device_vendor="F5",device_version="13.1.0.0.0.1867",dos_attack_event="Attack Sampled",dos_attack_id="603795236",dos_attack_name="TCP SYN Oversize",dos_packets_dropped="0",dos_packets_received="9994",errdefs_msgno="23003138",errdefs_msg_name="Network DoS Event",flow_id="0000000000000000",severity="4",dos_mode="Enforced",dos_src="Volumetric, Aggregated across all SrcIP's, VS-Specific attack, metric:PPS",partition_name="Common",route_domain="0",source_ip="152.91.242.10",source_port="57568",vlan="/Common/external"
action="Allow",hostname="scott-bigip2.dataman.com",bigip_mgmt_ip="10.255.251.228",context_name="/Common/vip1",date_time="Nov 15 2017 08:50:24",dest_ip="10.59.141.18",dest_port="80",device_product="Advanced Firewall Module",device_vendor="F5",device_version="13.1.0.0.0.1867",dos_attack_event="Attack Sampled",dos_attack_id="603795236",dos_attack_name="TCP SYN Oversize",dos_packets_dropped="0",dos_packets_received="9883",errdefs_msgno="23003138",errdefs_msg_name="Network DoS Event",flow_id="0000000000000000",severity="4",dos_mode="Enforced",dos_src="Volumetric, Aggregated across all SrcIP's, VS-Specific attack, metric:PPS",partition_name="Common",route_domain="0",source_ip="178.109.184.104",source_port="57701",vlan="/Common/external"
action="Allow",hostname="scott-bigip2.dataman.com",bigip_mgmt_ip="10.255.251.228",context_name="/Common/vip1",date_time="Nov 15 2017 08:50:24",dest_ip="10.59.141.18",dest_port="80",device_product="Advanced Firewall Module",device_vendor="F5",device_version="13.1.0.0.0.1867",dos_attack_event="Attack Sampled",dos_attack_id="603795236",dos_attack_name="TCP SYN Oversize",dos_packets_dropped="0",dos_packets_received="10008",errdefs_msgno="23003138",errdefs_msg_name="Network DoS Event",flow_id="0000000000000000",severity="4",dos_mode="Enforced",dos_src="Volumetric, Aggregated across all SrcIP's, VS-Specific attack, metric:PPS",partition_name="Common",route_domain="0",source_ip="143.177.70.130",source_port="58048",vlan="/Common/external"
action="Allow",hostname="scott-bigip2.dataman.com",bigip_mgmt_ip="10.255.251.228",context_name="/Common/vip1",date_time="Nov 15 2017 08:50:25",dest_ip="10.59.141.18",dest_port="80",device_product="Advanced Firewall Module",device_vendor="F5",device_version="13.1.0.0.0.1867",dos_attack_event="Attack Sampled",dos_attack_id="603795236",dos_attack_name="TCP SYN Oversize",dos_packets_dropped="0",dos_packets_received="10043",errdefs_msgno="23003138",errdefs_msg_name="Network DoS Event",flow_id="0000000000000000",severity="4",dos_mode="Enforced",dos_src="Volumetric, Aggregated across all SrcIP's, VS-Specific attack, metric:PPS",partition_name="Common",route_domain="0",source_ip="45.192.8.110",source_port="21596",vlan="/Common/external"
action="Allow",hostname="scott-bigip2.dataman.com",bigip_mgmt_ip="10.255.251.228",context_name="/Common/vip1",date_time="Nov 15 2017 08:50:25",dest_ip="10.59.141.18",dest_port="80",device_product="Advanced Firewall Module",device_vendor="F5",device_version="13.1.0.0.0.1867",dos_attack_event="Attack Sampled",dos_attack_id="603795236",dos_attack_name="TCP SYN Oversize",dos_packets_dropped="0",dos_packets_received="10059",errdefs_msgno="23003138",errdefs_msg_name="Network DoS Event",flow_id="0000000000000000",severity="4",dos_mode="Enforced",dos_src="Volumetric, Aggregated across all SrcIP's, VS-Specific attack, metric:PPS",partition_name="Common",route_domain="0",source_ip="51.106.247.70",source_port="21787",vlan="/Common/external"
action="Allow",hostname="scott-bigip2.dataman.com",bigip_mgmt_ip="10.255.251.228",context_name="/Common/vip1",date_time="Nov 15 2017 08:50:25",dest_ip="10.59.141.18",dest_port="80",device_product="Advanced Firewall Module",device_vendor="F5",device_version="13.1.0.0.0.1867",dos_attack_event="Attack Sampled",dos_attack_id="603795236",dos_attack_name="TCP SYN Oversize",dos_packets_dropped="0",dos_packets_received="10193",errdefs_msgno="23003138",errdefs_msg_name="Network DoS Event",flow_id="0000000000000000",severity="4",dos_mode="Enforced",dos_src="Volumetric, Aggregated across all SrcIP's, VS-Specific attack, metric:PPS",partition_name="Common",route_domain="0",source_ip="1.246.1.16",source_port="21894",vlan="/Common/external"
action="Allow",hostname="scott-bigip2.dataman.com",bigip_mgmt_ip="10.255.251.228",context_name="/Common/vip1",date_time="Nov 15 2017 08:50:25",dest_ip="10.59.141.18",dest_port="80",device_product="Advanced Firewall Module",device_vendor="F5",device_version="13.1.0.0.0.1867",dos_attack_event="Attack Sampled",dos_attack_id="603795236",dos_attack_name="TCP SYN Oversize",dos_packets_dropped="0",dos_packets_received="10159",errdefs_msgno="23003138",errdefs_msg_name="Network DoS Event",flow_id="0000000000000000",severity="4",dos_mode="Enforced",dos_src="Volumetric, Aggregated across all SrcIP's, VS-Specific attack, metric:PPS",partition_name="Common",route_domain="0",source_ip="147.152.11.65",source_port="22390",vlan="/Common/external"
action="Allow",hostname="scott-bigip2.dataman.com",bigip_mgmt_ip="10.255.251.228",context_name="/Common/vip1",date_time="Nov 15 2017 08:50:26",dest_ip="10.59.141.18",dest_port="80",device_product="Advanced Firewall Module",device_vendor="F5",device_version="13.1.0.0.0.1867",dos_attack_event="Attack Sampled",dos_attack_id="603795236",dos_attack_name="TCP SYN Oversize",dos_packets_dropped="0",dos_packets_received="9933",errdefs_msgno="23003138",errdefs_msg_name="Network DoS Event",flow_id="0000000000000000",severity="4",dos_mode="Enforced",dos_src="Volumetric, Aggregated across all SrcIP's, VS-Specific attack, metric:PPS",partition_name="Common",route_domain="0",source_ip="70.90.253.87",source_port="50562",vlan="/Common/external"
action="Allow",hostname="scott-bigip2.dataman.com",bigip_mgmt_ip="10.255.251.228",context_name="/Common/vip1",date_time="Nov 15 2017 08:50:26",dest_ip="10.59.141.18",dest_port="80",device_product="Advanced Firewall Module",device_vendor="F5",device_version="13.1.0.0.0.1867",dos_attack_event="Attack Sampled",dos_attack_id="603795236",dos_attack_name="TCP SYN Oversize",dos_packets_dropped="0",dos_packets_received="9961",errdefs_msgno="23003138",errdefs_msg_name="Network DoS Event",flow_id="0000000000000000",severity="4",dos_mode="Enforced",dos_src="Volumetric, Aggregated across all SrcIP's, VS-Specific attack, metric:PPS",partition_name="Common",route_domain="0",source_ip="106.201.98.70",source_port="50751",vlan="/Common/external"
action="Allow",hostname="scott-bigip2.dataman.com",bigip_mgmt_ip="10.255.251.228",context_name="/Common/vip1",date_time="Nov 15 2017 08:50:26",dest_ip="10.59.141.18",dest_port="80",device_product="Advanced Firewall Module",device_vendor="F5",device_version="13.1.0.0.0.1867",dos_attack_event="Attack Sampled",dos_attack_id="603795236",dos_attack_name="TCP SYN Oversize",dos_packets_dropped="0",dos_packets_received="9922",errdefs_msgno="23003138",errdefs_msg_name="Network DoS Event",flow_id="0000000000000000",severity="4",dos_mode="Enforced",dos_src="Volumetric, Aggregated across all SrcIP's, VS-Specific attack, metric:PPS",partition_name="Common",route_domain="0",source_ip="121.153.139.125",source_port="50823",vlan="/Common/external"
action="Allow",hostname="scott-bigip2.dataman.com",bigip_mgmt_ip="10.255.251.228",context_name="/Common/vip1",date_time="Nov 15 2017 08:50:26",dest_ip="10.59.141.18",dest_port="80",device_product="Advanced Firewall Module",device_vendor="F5",device_version="13.1.0.0.0.1867",dos_attack_event="Attack Sampled",dos_attack_id="603795236",dos_attack_name="TCP SYN Oversize",dos_packets_dropped="0",dos_packets_received="9796",errdefs_msgno="23003138",errdefs_msg_name="Network DoS Event",flow_id="0000000000000000",severity="4",dos_mode="Enforced",dos_src="Volumetric, Aggregated across all SrcIP's, VS-Specific attack, metric:PPS",partition_name="Common",route_domain="0",source_ip="49.105.72.96",source_port="51204",vlan="/Common/external"
action="Allow",hostname="scott-bigip2.dataman.com",bigip_mgmt_ip="10.255.251.228",context_name="/Common/vip1",date_time="Nov 15 2017 08:50:27",dest_ip="10.59.141.18",dest_port="80",device_product="Advanced Firewall Module",device_vendor="F5",device_version="13.1.0.0.0.1867",dos_attack_event="Attack Sampled",dos_attack_id="603795236",dos_attack_name="TCP SYN Oversize",dos_packets_dropped="0",dos_packets_received="10042",errdefs_msgno="23003138",errdefs_msg_name="Network DoS Event",flow_id="0000000000000000",severity="4",dos_mode="Enforced",dos_src="Volumetric, Aggregated across all SrcIP's, VS-Specific attack, metric:PPS",partition_name="Common",route_domain="0",source_ip="150.152.179.10",source_port="13488",vlan="/Common/external"
action="Allow",hostname="scott-bigip2.dataman.com",bigip_mgmt_ip="10.255.251.228",context_name="/Common/vip1",date_time="Nov 15 2017 08:50:27",dest_ip="10.59.141.18",dest_port="80",device_product="Advanced Firewall Module",device_vendor="F5",device_version="13.1.0.0.0.1867",dos_attack_event="Attack Sampled",dos_attack_id="603795236",dos_attack_name="TCP SYN Oversize",dos_packets_dropped="0",dos_packets_received="10095",errdefs_msgno="23003138",errdefs_msg_name="Network DoS Event",flow_id="0000000000000000",severity="4",dos_mode="Enforced",dos_src="Volumetric, Aggregated across all SrcIP's, VS-Specific attack, metric:PPS",partition_name="Common",route_domain="0",source_ip="70.115.159.231",source_port="13702",vlan="/Common/external"
action="Allow",hostname="scott-bigip2.dataman.com",bigip_mgmt_ip="10.255.251.228",context_name="/Common/vip1",date_time="Nov 15 2017 08:50:27",dest_ip="10.59.141.18",dest_port="80",device_product="Advanced Firewall Module",device_vendor="F5",device_version="13.1.0.0.0.1867",dos_attack_event="Attack Sampled",dos_attack_id="603795236",dos_attack_name="TCP SYN Oversize",dos_packets_dropped="0",dos_packets_received="10106",errdefs_msgno="23003138",errdefs_msg_name="Network DoS Event",flow_id="0000000000000000",severity="4",dos_mode="Enforced",dos_src="Volumetric, Aggregated across all SrcIP's, VS-Specific attack, metric:PPS",partition_name="Common",route_domain="0",source_ip="252.106.79.110",source_port="13746",vlan="/Common/external"
action="Allow",hostname="scott-bigip2.dataman.com",bigip_mgmt_ip="10.255.251.228",context_name="/Common/vip1",date_time="Nov 15 2017 08:50:27",dest_ip="10.59.141.18",dest_port="80",device_product="Advanced Firewall Module",device_vendor="F5",device_version="13.1.0.0.0.1867",dos_attack_event="Attack Sampled",dos_attack_id="603795236",dos_attack_name="TCP SYN Oversize",dos_packets_dropped="0",dos_packets_received="10112",errdefs_msgno="23003138",errdefs_msg_name="Network DoS Event",flow_id="0000000000000000",severity="4",dos_mode="Enforced",dos_src="Volumetric, Aggregated across all SrcIP's, VS-Specific attack, metric:PPS",partition_name="Common",route_domain="0",source_ip="157.143.54.72",source_port="14179",vlan="/Common/external"
action="Allow",hostname="scott-bigip2.dataman.com",bigip_mgmt_ip="10.255.251.228",context_name="/Common/vip1",date_time="Nov 15 2017 08:50:28",dest_ip="10.59.141.18",dest_port="80",device_product="Advanced Firewall Module",device_vendor="F5",device_version="13.1.0.0.0.1867",dos_attack_event="Attack Sampled",dos_attack_id="603795236",dos_attack_name="TCP SYN Oversize",dos_packets_dropped="0",dos_packets_received="10022",errdefs_msgno="23003138",errdefs_msg_name="Network DoS Event",flow_id="0000000000000000",severity="4",dos_mode="Enforced",dos_src="Volumetric, Aggregated across all SrcIP's, VS-Specific attack, metric:PPS",partition_name="Common",route_domain="0",source_ip="49.167.212.214",source_port="47673",vlan="/Common/external"
action="Allow",hostname="scott-bigip2.dataman.com",bigip_mgmt_ip="10.255.251.228",context_name="/Common/vip1",date_time="Nov 15 2017 08:50:28",dest_ip="10.59.141.18",dest_port="80",device_product="Advanced Firewall Module",device_vendor="F5",device_version="13.1.0.0.0.1867",dos_attack_event="Attack Sampled",dos_attack_id="603795236",dos_attack_name="TCP SYN Oversize",dos_packets_dropped="0",dos_packets_received="9933",errdefs_msgno="23003138",errdefs_msg_name="Network DoS Event",flow_id="0000000000000000",severity="4",dos_mode="Enforced",dos_src="Volumetric, Aggregated across all SrcIP's, VS-Specific attack, metric:PPS",partition_name="Common",route_domain="0",source_ip="49.252.125.62",source_port="47829",vlan="/Common/external"
action="Allow",hostname="scott-bigip2.dataman.com",bigip_mgmt_ip="10.255.251.228",context_name="/Common/vip1",date_time="Nov 15 2017 08:50:28",dest_ip="10.59.141.18",dest_port="80",device_product="Advanced Firewall Module",device_vendor="F5",device_version="13.1.0.0.0.1867",dos_attack_event="Attack Sampled",dos_attack_id="603795236",dos_attack_name="TCP SYN Oversize",dos_packets_dropped="0",dos_packets_received="9829",errdefs_msgno="23003138",errdefs_msg_name="Network DoS Event",flow_id="0000000000000000",severity="4",dos_mode="Enforced",dos_src="Volumetric, Aggregated across all SrcIP's, VS-Specific attack, metric:PPS",partition_name="Common",route_domain="0",source_ip="48.123.87.112",source_port="47906",vlan="/Common/external"
action="Allow",hostname="scott-bigip2.dataman.com",bigip_mgmt_ip="10.255.251.228",context_name="/Common/vip1",date_time="Nov 15 2017 08:50:28",dest_ip="10.59.141.18",dest_port="80",device_product="Advanced Firewall Module",device_vendor="F5",device_version="13.1.0.0.0.1867",dos_attack_event="Attack Sampled",dos_attack_id="603795236",dos_attack_name="TCP SYN Oversize",dos_packets_dropped="0",dos_packets_received="10007",errdefs_msgno="23003138",errdefs_msg_name="Network DoS Event",flow_id="0000000000000000",severity="4",dos_mode="Enforced",dos_src="Volumetric, Aggregated across all SrcIP's, VS-Specific attack, metric:PPS",partition_name="Common",route_domain="0",source_ip="165.186.181.88",source_port="48284",vlan="/Common/external"
