action="None",hostname="scott-bigip2.dataman.com",bigip_mgmt_ip="10.255.251.228",context_name="/Common/vipDNS",date_time="Apr 24 2018 11:50:38",dest_ip="",dest_port="",device_product="Advanced Firewall Module",device_vendor="F5",device_version="13.1.0.5.0.0.5",dns_query_name="",dns_query_type="A",dos_attack_event="Attack Started",dos_attack_id="150330458",dos_attack_name="A query DOS",dos_packets_dropped="0",dos_packets_received="0",errdefs_msgno="23003141",errdefs_msg_name="DNS Event",flow_id="0000000000000000",severity="4",dos_mode="Enforced",dos_src="Volumetric, Aggregated across all SrcIP's, VS-Specific attack, metric:PPS",partition_name="Common",route_domain="",source_ip="",source_port="",vlan=""
action="Allow",hostname="scott-bigip2.dataman.com",bigip_mgmt_ip="10.255.251.228",context_name="/Common/vipDNS",date_time="Apr 24 2018 11:51:09",dest_ip="10.59.141.20",dest_port="53",device_product="Advanced Firewall Module",device_vendor="F5",device_version="13.1.0.5.0.0.5",dns_query_name="wwwcnncom",dns_query_type="A",dos_attack_event="Attack Sampled",dos_attack_id="150330458",dos_attack_name="A query DOS",dos_packets_dropped="0",dos_packets_received="11",errdefs_msgno="23003141",errdefs_msg_name="DNS Event",flow_id="0000000000000000",severity="4",dos_mode="Enforced",dos_src="Volumetric, Aggregated across all SrcIP's, VS-Specific attack, metric:PPS",partition_name="Common",route_domain="0",source_ip="10.255.200.26",source_port="50371",vlan=""
action="Allow",hostname="scott-bigip2.dataman.com",bigip_mgmt_ip="10.255.251.228",context_name="/Common/vipDNS",date_time="Apr 24 2018 11:51:09",dest_ip="10.59.141.20",dest_port="53",device_product="Advanced Firewall Module",device_vendor="F5",device_version="13.1.0.5.0.0.5",dns_query_name="wwwabccom",dns_query_type="A",dos_attack_event="Attack Sampled",dos_attack_id="150330458",dos_attack_name="A query DOS",dos_packets_dropped="0",dos_packets_received="16",errdefs_msgno="23003141",errdefs_msg_name="DNS Event",flow_id="0000000000000000",severity="4",dos_mode="Enforced",dos_src="Volumetric, Aggregated across all SrcIP's, VS-Specific attack, metric:PPS",partition_name="Common",route_domain="0",source_ip="10.255.200.26",source_port="38888",vlan=""
action="Allow",hostname="scott-bigip2.dataman.com",bigip_mgmt_ip="10.255.251.228",context_name="/Common/vipDNS",date_time="Apr 24 2018 11:51:09",dest_ip="10.59.141.20",dest_port="53",device_product="Advanced Firewall Module",device_vendor="F5",device_version="13.1.0.5.0.0.5",dns_query_name="wwwabccom",dns_query_type="A",dos_attack_event="Attack Sampled",dos_attack_id="150330458",dos_attack_name="A query DOS",dos_packets_dropped="0",dos_packets_received="12",errdefs_msgno="23003141",errdefs_msg_name="DNS Event",flow_id="0000000000000000",severity="4",dos_mode="Enforced",dos_src="Volumetric, Aggregated across all SrcIP's, VS-Specific attack, metric:PPS",partition_name="Common",route_domain="0",source_ip="10.255.200.26",source_port="53790",vlan=""
action="Allow",hostname="scott-bigip2.dataman.com",bigip_mgmt_ip="10.255.251.228",context_name="/Common/vipDNS",date_time="Apr 24 2018 11:51:09",dest_ip="10.59.141.20",dest_port="53",device_product="Advanced Firewall Module",device_vendor="F5",device_version="13.1.0.5.0.0.5",dns_query_name="wwwabccom",dns_query_type="A",dos_attack_event="Attack Sampled",dos_attack_id="150330458",dos_attack_name="A query DOS",dos_packets_dropped="0",dos_packets_received="12",errdefs_msgno="23003141",errdefs_msg_name="DNS Event",flow_id="0000000000000000",severity="4",dos_mode="Enforced",dos_src="Volumetric, Aggregated across all SrcIP's, VS-Specific attack, metric:PPS",partition_name="Common",route_domain="0",source_ip="10.255.200.26",source_port="48572",vlan=""
action="Allow",hostname="scott-bigip2.dataman.com",bigip_mgmt_ip="10.255.251.228",context_name="/Common/vipDNS",date_time="Apr 24 2018 11:51:10",dest_ip="10.59.141.20",dest_port="53",device_product="Advanced Firewall Module",device_vendor="F5",device_version="13.1.0.5.0.0.5",dns_query_name="wwwcnncom",dns_query_type="A",dos_attack_event="Attack Sampled",dos_attack_id="150330458",dos_attack_name="A query DOS",dos_packets_dropped="0",dos_packets_received="12",errdefs_msgno="23003141",errdefs_msg_name="DNS Event",flow_id="0000000000000000",severity="4",dos_mode="Enforced",dos_src="Volumetric, Aggregated across all SrcIP's, VS-Specific attack, metric:PPS",partition_name="Common",route_domain="0",source_ip="10.255.200.26",source_port="43304",vlan=""
action="Allow",hostname="scott-bigip2.dataman.com",bigip_mgmt_ip="10.255.251.228",context_name="/Common/vipDNS",date_time="Apr 24 2018 11:51:10",dest_ip="10.59.141.20",dest_port="53",device_product="Advanced Firewall Module",device_vendor="F5",device_version="13.1.0.5.0.0.5",dns_query_name="wwwcnncom",dns_query_type="A",dos_attack_event="Attack Sampled",dos_attack_id="150330458",dos_attack_name="A query DOS",dos_packets_dropped="0",dos_packets_received="9",errdefs_msgno="23003141",errdefs_msg_name="DNS Event",flow_id="0000000000000000",severity="4",dos_mode="Enforced",dos_src="Volumetric, Aggregated across all SrcIP's, VS-Specific attack, metric:PPS",partition_name="Common",route_domain="0",source_ip="10.255.200.26",source_port="34924",vlan=""
action="Allow",hostname="scott-bigip2.dataman.com",bigip_mgmt_ip="10.255.251.228",context_name="/Common/vipDNS",date_time="Apr 24 2018 11:51:10",dest_ip="10.59.141.20",dest_port="53",device_product="Advanced Firewall Module",device_vendor="F5",device_version="13.1.0.5.0.0.5",dns_query_name="wwwabccom",dns_query_type="A",dos_attack_event="Attack Sampled",dos_attack_id="150330458",dos_attack_name="A query DOS",dos_packets_dropped="0",dos_packets_received="17",errdefs_msgno="23003141",errdefs_msg_name="DNS Event",flow_id="0000000000000000",severity="4",dos_mode="Enforced",dos_src="Volumetric, Aggregated across all SrcIP's, VS-Specific attack, metric:PPS",partition_name="Common",route_domain="0",source_ip="10.255.200.26",source_port="45134",vlan=""
action="Allow",hostname="scott-bigip2.dataman.com",bigip_mgmt_ip="10.255.251.228",context_name="/Common/vipDNS",date_time="Apr 24 2018 11:51:10",dest_ip="10.59.141.20",dest_port="53",device_product="Advanced Firewall Module",device_vendor="F5",device_version="13.1.0.5.0.0.5",dns_query_name="wwwcnncom",dns_query_type="A",dos_attack_event="Attack Sampled",dos_attack_id="150330458",dos_attack_name="A query DOS",dos_packets_dropped="0",dos_packets_received="12",errdefs_msgno="23003141",errdefs_msg_name="DNS Event",flow_id="0000000000000000",severity="4",dos_mode="Enforced",dos_src="Volumetric, Aggregated across all SrcIP's, VS-Specific attack, metric:PPS",partition_name="Common",route_domain="0",source_ip="10.255.200.26",source_port="34017",vlan=""
action="Allow",hostname="scott-bigip2.dataman.com",bigip_mgmt_ip="10.255.251.228",context_name="/Common/vipDNS",date_time="Apr 24 2018 11:51:11",dest_ip="10.59.141.20",dest_port="53",device_product="Advanced Firewall Module",device_vendor="F5",device_version="13.1.0.5.0.0.5",dns_query_name="wwwabccom",dns_query_type="A",dos_attack_event="Attack Sampled",dos_attack_id="150330458",dos_attack_name="A query DOS",dos_packets_dropped="0",dos_packets_received="11",errdefs_msgno="23003141",errdefs_msg_name="DNS Event",flow_id="0000000000000000",severity="4",dos_mode="Enforced",dos_src="Volumetric, Aggregated across all SrcIP's, VS-Specific attack, metric:PPS",partition_name="Common",route_domain="0",source_ip="10.255.200.26",source_port="54121",vlan=""
action="Allow",hostname="scott-bigip2.dataman.com",bigip_mgmt_ip="10.255.251.228",context_name="/Common/vipDNS",date_time="Apr 24 2018 11:51:11",dest_ip="10.59.141.20",dest_port="53",device_product="Advanced Firewall Module",device_vendor="F5",device_version="13.1.0.5.0.0.5",dns_query_name="wwwabccom",dns_query_type="A",dos_attack_event="Attack Sampled",dos_attack_id="150330458",dos_attack_name="A query DOS",dos_packets_dropped="0",dos_packets_received="16",errdefs_msgno="23003141",errdefs_msg_name="DNS Event",flow_id="0000000000000000",severity="4",dos_mode="Enforced",dos_src="Volumetric, Aggregated across all SrcIP's, VS-Specific attack, metric:PPS",partition_name="Common",route_domain="0",source_ip="10.255.200.26",source_port="41585",vlan=""
action="Allow",hostname="scott-bigip2.dataman.com",bigip_mgmt_ip="10.255.251.228",context_name="/Common/vipDNS",date_time="Apr 24 2018 11:51:11",dest_ip="10.59.141.20",dest_port="53",device_product="Advanced Firewall Module",device_vendor="F5",device_version="13.1.0.5.0.0.5",dns_query_name="wwwabccom",dns_query_type="A",dos_attack_event="Attack Sampled",dos_attack_id="150330458",dos_attack_name="A query DOS",dos_packets_dropped="0",dos_packets_received="13",errdefs_msgno="23003141",errdefs_msg_name="DNS Event",flow_id="0000000000000000",severity="4",dos_mode="Enforced",dos_src="Volumetric, Aggregated across all SrcIP's, VS-Specific attack, metric:PPS",partition_name="Common",route_domain="0",source_ip="10.255.200.26",source_port="33674",vlan=""
action="Allow",hostname="scott-bigip2.dataman.com",bigip_mgmt_ip="10.255.251.228",context_name="/Common/vipDNS",date_time="Apr 24 2018 11:51:11",dest_ip="10.59.141.20",dest_port="53",device_product="Advanced Firewall Module",device_vendor="F5",device_version="13.1.0.5.0.0.5",dns_query_name="wwwabccom",dns_query_type="A",dos_attack_event="Attack Sampled",dos_attack_id="150330458",dos_attack_name="A query DOS",dos_packets_dropped="0",dos_packets_received="13",errdefs_msgno="23003141",errdefs_msg_name="DNS Event",flow_id="0000000000000000",severity="4",dos_mode="Enforced",dos_src="Volumetric, Aggregated across all SrcIP's, VS-Specific attack, metric:PPS",partition_name="Common",route_domain="0",source_ip="10.255.200.26",source_port="43510",vlan=""
action="Allow",hostname="scott-bigip2.dataman.com",bigip_mgmt_ip="10.255.251.228",context_name="/Common/vipDNS",date_time="Apr 24 2018 11:51:12",dest_ip="10.59.141.20",dest_port="53",device_product="Advanced Firewall Module",device_vendor="F5",device_version="13.1.0.5.0.0.5",dns_query_name="wwwabccom",dns_query_type="A",dos_attack_event="Attack Sampled",dos_attack_id="150330458",dos_attack_name="A query DOS",dos_packets_dropped="0",dos_packets_received="17",errdefs_msgno="23003141",errdefs_msg_name="DNS Event",flow_id="0000000000000000",severity="4",dos_mode="Enforced",dos_src="Volumetric, Aggregated across all SrcIP's, VS-Specific attack, metric:PPS",partition_name="Common",route_domain="0",source_ip="10.255.200.26",source_port="38662",vlan=""
action="Allow",hostname="scott-bigip2.dataman.com",bigip_mgmt_ip="10.255.251.228",context_name="/Common/vipDNS",date_time="Apr 24 2018 11:51:12",dest_ip="10.59.141.20",dest_port="53",device_product="Advanced Firewall Module",device_vendor="F5",device_version="13.1.0.5.0.0.5",dns_query_name="wwwcnncom",dns_query_type="A",dos_attack_event="Attack Sampled",dos_attack_id="150330458",dos_attack_name="A query DOS",dos_packets_dropped="0",dos_packets_received="9",errdefs_msgno="23003141",errdefs_msg_name="DNS Event",flow_id="0000000000000000",severity="4",dos_mode="Enforced",dos_src="Volumetric, Aggregated across all SrcIP's, VS-Specific attack, metric:PPS",partition_name="Common",route_domain="0",source_ip="10.255.200.26",source_port="50665",vlan=""
action="Allow",hostname="scott-bigip2.dataman.com",bigip_mgmt_ip="10.255.251.228",context_name="/Common/vipDNS",date_time="Apr 24 2018 11:51:12",dest_ip="10.59.141.20",dest_port="53",device_product="Advanced Firewall Module",device_vendor="F5",device_version="13.1.0.5.0.0.5",dns_query_name="wwwabccom",dns_query_type="A",dos_attack_event="Attack Sampled",dos_attack_id="150330458",dos_attack_name="A query DOS",dos_packets_dropped="0",dos_packets_received="10",errdefs_msgno="23003141",errdefs_msg_name="DNS Event",flow_id="0000000000000000",severity="4",dos_mode="Enforced",dos_src="Volumetric, Aggregated across all SrcIP's, VS-Specific attack, metric:PPS",partition_name="Common",route_domain="0",source_ip="10.255.200.26",source_port="37578",vlan=""
action="Allow",hostname="scott-bigip2.dataman.com",bigip_mgmt_ip="10.255.251.228",context_name="/Common/vipDNS",date_time="Apr 24 2018 11:51:12",dest_ip="10.59.141.20",dest_port="53",device_product="Advanced Firewall Module",device_vendor="F5",device_version="13.1.0.5.0.0.5",dns_query_name="wwwcnncom",dns_query_type="A",dos_attack_event="Attack Sampled",dos_attack_id="150330458",dos_attack_name="A query DOS",dos_packets_dropped="0",dos_packets_received="16",errdefs_msgno="23003141",errdefs_msg_name="DNS Event",flow_id="0000000000000000",severity="4",dos_mode="Enforced",dos_src="Volumetric, Aggregated across all SrcIP's, VS-Specific attack, metric:PPS",partition_name="Common",route_domain="0",source_ip="10.255.200.26",source_port="52906",vlan=""
action="Allow",hostname="scott-bigip2.dataman.com",bigip_mgmt_ip="10.255.251.228",context_name="/Common/vipDNS",date_time="Apr 24 2018 11:51:13",dest_ip="10.59.141.20",dest_port="53",device_product="Advanced Firewall Module",device_vendor="F5",device_version="13.1.0.5.0.0.5",dns_query_name="wwwcnncom",dns_query_type="A",dos_attack_event="Attack Sampled",dos_attack_id="150330458",dos_attack_name="A query DOS",dos_packets_dropped="0",dos_packets_received="9",errdefs_msgno="23003141",errdefs_msg_name="DNS Event",flow_id="0000000000000000",severity="4",dos_mode="Enforced",dos_src="Volumetric, Aggregated across all SrcIP's, VS-Specific attack, metric:PPS",partition_name="Common",route_domain="0",source_ip="10.255.200.26",source_port="50934",vlan=""
action="Allow",hostname="scott-bigip2.dataman.com",bigip_mgmt_ip="10.255.251.228",context_name="/Common/vipDNS",date_time="Apr 24 2018 11:51:13",dest_ip="10.59.141.20",dest_port="53",device_product="Advanced Firewall Module",device_vendor="F5",device_version="13.1.0.5.0.0.5",dns_query_name="wwwcnncom",dns_query_type="A",dos_attack_event="Attack Sampled",dos_attack_id="150330458",dos_attack_name="A query DOS",dos_packets_dropped="0",dos_packets_received="8",errdefs_msgno="23003141",errdefs_msg_name="DNS Event",flow_id="0000000000000000",severity="4",dos_mode="Enforced",dos_src="Volumetric, Aggregated across all SrcIP's, VS-Specific attack, metric:PPS",partition_name="Common",route_domain="0",source_ip="10.255.200.26",source_port="50805",vlan=""
action="Allow",hostname="scott-bigip2.dataman.com",bigip_mgmt_ip="10.255.251.228",context_name="/Common/vipDNS",date_time="Apr 24 2018 11:51:13",dest_ip="10.59.141.20",dest_port="53",device_product="Advanced Firewall Module",device_vendor="F5",device_version="13.1.0.5.0.0.5",dns_query_name="wwwabccom",dns_query_type="A",dos_attack_event="Attack Sampled",dos_attack_id="150330458",dos_attack_name="A query DOS",dos_packets_dropped="0",dos_packets_received="17",errdefs_msgno="23003141",errdefs_msg_name="DNS Event",flow_id="0000000000000000",severity="4",dos_mode="Enforced",dos_src="Volumetric, Aggregated across all SrcIP's, VS-Specific attack, metric:PPS",partition_name="Common",route_domain="0",source_ip="10.255.200.26",source_port="55318",vlan=""
action="Allow",hostname="scott-bigip2.dataman.com",bigip_mgmt_ip="10.255.251.228",context_name="/Common/vipDNS",date_time="Apr 24 2018 11:51:13",dest_ip="10.59.141.20",dest_port="53",device_product="Advanced Firewall Module",device_vendor="F5",device_version="13.1.0.5.0.0.5",dns_query_name="wwwcnncom",dns_query_type="A",dos_attack_event="Attack Sampled",dos_attack_id="150330458",dos_attack_name="A query DOS",dos_packets_dropped="0",dos_packets_received="19",errdefs_msgno="23003141",errdefs_msg_name="DNS Event",flow_id="0000000000000000",severity="4",dos_mode="Enforced",dos_src="Volumetric, Aggregated across all SrcIP's, VS-Specific attack, metric:PPS",partition_name="Common",route_domain="0",source_ip="10.255.200.26",source_port="49846",vlan=""
action="Allow",hostname="scott-bigip2.dataman.com",bigip_mgmt_ip="10.255.251.228",context_name="/Common/vipDNS",date_time="Apr 24 2018 11:51:14",dest_ip="10.59.141.20",dest_port="53",device_product="Advanced Firewall Module",device_vendor="F5",device_version="13.1.0.5.0.0.5",dns_query_name="wwwcnncom",dns_query_type="A",dos_attack_event="Attack Sampled",dos_attack_id="150330458",dos_attack_name="A query DOS",dos_packets_dropped="0",dos_packets_received="16",errdefs_msgno="23003141",errdefs_msg_name="DNS Event",flow_id="0000000000000000",severity="4",dos_mode="Enforced",dos_src="Volumetric, Aggregated across all SrcIP's, VS-Specific attack, metric:PPS",partition_name="Common",route_domain="0",source_ip="10.255.200.26",source_port="49315",vlan=""
action="Allow",hostname="scott-bigip2.dataman.com",bigip_mgmt_ip="10.255.251.228",context_name="/Common/vipDNS",date_time="Apr 24 2018 11:51:14",dest_ip="10.59.141.20",dest_port="53",device_product="Advanced Firewall Module",device_vendor="F5",device_version="13.1.0.5.0.0.5",dns_query_name="wwwabccom",dns_query_type="A",dos_attack_event="Attack Sampled",dos_attack_id="150330458",dos_attack_name="A query DOS",dos_packets_dropped="0",dos_packets_received="16",errdefs_msgno="23003141",errdefs_msg_name="DNS Event",flow_id="0000000000000000",severity="4",dos_mode="Enforced",dos_src="Volumetric, Aggregated across all SrcIP's, VS-Specific attack, metric:PPS",partition_name="Common",route_domain="0",source_ip="10.255.200.26",source_port="38117",vlan=""
action="Allow",hostname="scott-bigip2.dataman.com",bigip_mgmt_ip="10.255.251.228",context_name="/Common/vipDNS",date_time="Apr 24 2018 11:51:14",dest_ip="10.59.141.20",dest_port="53",device_product="Advanced Firewall Module",device_vendor="F5",device_version="13.1.0.5.0.0.5",dns_query_name="wwwcnncom",dns_query_type="A",dos_attack_event="Attack Sampled",dos_attack_id="150330458",dos_attack_name="A query DOS",dos_packets_dropped="0",dos_packets_received="7",errdefs_msgno="23003141",errdefs_msg_name="DNS Event",flow_id="0000000000000000",severity="4",dos_mode="Enforced",dos_src="Volumetric, Aggregated across all SrcIP's, VS-Specific attack, metric:PPS",partition_name="Common",route_domain="0",source_ip="10.255.200.26",source_port="46355",vlan=""
action="Allow",hostname="scott-bigip2.dataman.com",bigip_mgmt_ip="10.255.251.228",context_name="/Common/vipDNS",date_time="Apr 24 2018 11:51:14",dest_ip="10.59.141.20",dest_port="53",device_product="Advanced Firewall Module",device_vendor="F5",device_version="13.1.0.5.0.0.5",dns_query_name="wwwabccom",dns_query_type="A",dos_attack_event="Attack Sampled",dos_attack_id="150330458",dos_attack_name="A query DOS",dos_packets_dropped="0",dos_packets_received="13",errdefs_msgno="23003141",errdefs_msg_name="DNS Event",flow_id="0000000000000000",severity="4",dos_mode="Enforced",dos_src="Volumetric, Aggregated across all SrcIP's, VS-Specific attack, metric:PPS",partition_name="Common",route_domain="0",source_ip="10.255.200.26",source_port="37129",vlan=""
action="Allow",hostname="scott-bigip2.dataman.com",bigip_mgmt_ip="10.255.251.228",context_name="/Common/vipDNS",date_time="Apr 24 2018 11:51:15",dest_ip="10.59.141.20",dest_port="53",device_product="Advanced Firewall Module",device_vendor="F5",device_version="13.1.0.5.0.0.5",dns_query_name="wwwcnncom",dns_query_type="A",dos_attack_event="Attack Sampled",dos_attack_id="150330458",dos_attack_name="A query DOS",dos_packets_dropped="0",dos_packets_received="15",errdefs_msgno="23003141",errdefs_msg_name="DNS Event",flow_id="0000000000000000",severity="4",dos_mode="Enforced",dos_src="Volumetric, Aggregated across all SrcIP's, VS-Specific attack, metric:PPS",partition_name="Common",route_domain="0",source_ip="10.255.200.26",source_port="47680",vlan=""
action="Allow",hostname="scott-bigip2.dataman.com",bigip_mgmt_ip="10.255.251.228",context_name="/Common/vipDNS",date_time="Apr 24 2018 11:51:15",dest_ip="10.59.141.20",dest_port="53",device_product="Advanced Firewall Module",device_vendor="F5",device_version="13.1.0.5.0.0.5",dns_query_name="wwwcnncom",dns_query_type="A",dos_attack_event="Attack Sampled",dos_attack_id="150330458",dos_attack_name="A query DOS",dos_packets_dropped="0",dos_packets_received="16",errdefs_msgno="23003141",errdefs_msg_name="DNS Event",flow_id="0000000000000000",severity="4",dos_mode="Enforced",dos_src="Volumetric, Aggregated across all SrcIP's, VS-Specific attack, metric:PPS",partition_name="Common",route_domain="0",source_ip="10.255.200.26",source_port="60656",vlan=""
action="Allow",hostname="scott-bigip2.dataman.com",bigip_mgmt_ip="10.255.251.228",context_name="/Common/vipDNS",date_time="Apr 24 2018 11:51:15",dest_ip="10.59.141.20",dest_port="53",device_product="Advanced Firewall Module",device_vendor="F5",device_version="13.1.0.5.0.0.5",dns_query_name="wwwabccom",dns_query_type="A",dos_attack_event="Attack Sampled",dos_attack_id="150330458",dos_attack_name="A query DOS",dos_packets_dropped="0",dos_packets_received="10",errdefs_msgno="23003141",errdefs_msg_name="DNS Event",flow_id="0000000000000000",severity="4",dos_mode="Enforced",dos_src="Volumetric, Aggregated across all SrcIP's, VS-Specific attack, metric:PPS",partition_name="Common",route_domain="0",source_ip="10.255.200.26",source_port="36330",vlan=""
action="Allow",hostname="scott-bigip2.dataman.com",bigip_mgmt_ip="10.255.251.228",context_name="/Common/vipDNS",date_time="Apr 24 2018 11:51:15",dest_ip="10.59.141.20",dest_port="53",device_product="Advanced Firewall Module",device_vendor="F5",device_version="13.1.0.5.0.0.5",dns_query_name="wwwcnncom",dns_query_type="A",dos_attack_event="Attack Sampled",dos_attack_id="150330458",dos_attack_name="A query DOS",dos_packets_dropped="0",dos_packets_received="11",errdefs_msgno="23003141",errdefs_msg_name="DNS Event",flow_id="0000000000000000",severity="4",dos_mode="Enforced",dos_src="Volumetric, Aggregated across all SrcIP's, VS-Specific attack, metric:PPS",partition_name="Common",route_domain="0",source_ip="10.255.200.26",source_port="34202",vlan=""
action="Allow",hostname="scott-bigip2.dataman.com",bigip_mgmt_ip="10.255.251.228",context_name="/Common/vipDNS",date_time="Apr 24 2018 11:51:16",dest_ip="10.59.141.20",dest_port="53",device_product="Advanced Firewall Module",device_vendor="F5",device_version="13.1.0.5.0.0.5",dns_query_name="wwwcnncom",dns_query_type="A",dos_attack_event="Attack Sampled",dos_attack_id="150330458",dos_attack_name="A query DOS",dos_packets_dropped="0",dos_packets_received="15",errdefs_msgno="23003141",errdefs_msg_name="DNS Event",flow_id="0000000000000000",severity="4",dos_mode="Enforced",dos_src="Volumetric, Aggregated across all SrcIP's, VS-Specific attack, metric:PPS",partition_name="Common",route_domain="0",source_ip="10.255.200.26",source_port="46261",vlan=""
action="Allow",hostname="scott-bigip2.dataman.com",bigip_mgmt_ip="10.255.251.228",context_name="/Common/vipDNS",date_time="Apr 24 2018 11:51:16",dest_ip="10.59.141.20",dest_port="53",device_product="Advanced Firewall Module",device_vendor="F5",device_version="13.1.0.5.0.0.5",dns_query_name="wwwcnncom",dns_query_type="A",dos_attack_event="Attack Sampled",dos_attack_id="150330458",dos_attack_name="A query DOS",dos_packets_dropped="0",dos_packets_received="17",errdefs_msgno="23003141",errdefs_msg_name="DNS Event",flow_id="0000000000000000",severity="4",dos_mode="Enforced",dos_src="Volumetric, Aggregated across all SrcIP's, VS-Specific attack, metric:PPS",partition_name="Common",route_domain="0",source_ip="10.255.200.26",source_port="53579",vlan=""
action="Allow",hostname="scott-bigip2.dataman.com",bigip_mgmt_ip="10.255.251.228",context_name="/Common/vipDNS",date_time="Apr 24 2018 11:51:16",dest_ip="10.59.141.20",dest_port="53",device_product="Advanced Firewall Module",device_vendor="F5",device_version="13.1.0.5.0.0.5",dns_query_name="wwwabccom",dns_query_type="A",dos_attack_event="Attack Sampled",dos_attack_id="150330458",dos_attack_name="A query DOS",dos_packets_dropped="0",dos_packets_received="12",errdefs_msgno="23003141",errdefs_msg_name="DNS Event",flow_id="0000000000000000",severity="4",dos_mode="Enforced",dos_src="Volumetric, Aggregated across all SrcIP's, VS-Specific attack, metric:PPS",partition_name="Common",route_domain="0",source_ip="10.255.200.26",source_port="42592",vlan=""
action="Allow",hostname="scott-bigip2.dataman.com",bigip_mgmt_ip="10.255.251.228",context_name="/Common/vipDNS",date_time="Apr 24 2018 11:51:16",dest_ip="10.59.141.20",dest_port="53",device_product="Advanced Firewall Module",device_vendor="F5",device_version="13.1.0.5.0.0.5",dns_query_name="wwwcnncom",dns_query_type="A",dos_attack_event="Attack Sampled",dos_attack_id="150330458",dos_attack_name="A query DOS",dos_packets_dropped="0",dos_packets_received="9",errdefs_msgno="23003141",errdefs_msg_name="DNS Event",flow_id="0000000000000000",severity="4",dos_mode="Enforced",dos_src="Volumetric, Aggregated across all SrcIP's, VS-Specific attack, metric:PPS",partition_name="Common",route_domain="0",source_ip="10.255.200.26",source_port="48573",vlan=""
action="Allow",hostname="scott-bigip2.dataman.com",bigip_mgmt_ip="10.255.251.228",context_name="/Common/vipDNS",date_time="Apr 24 2018 11:51:17",dest_ip="10.59.141.20",dest_port="53",device_product="Advanced Firewall Module",device_vendor="F5",device_version="13.1.0.5.0.0.5",dns_query_name="wwwabccom",dns_query_type="A",dos_attack_event="Attack Sampled",dos_attack_id="150330458",dos_attack_name="A query DOS",dos_packets_dropped="0",dos_packets_received="9",errdefs_msgno="23003141",errdefs_msg_name="DNS Event",flow_id="0000000000000000",severity="4",dos_mode="Enforced",dos_src="Volumetric, Aggregated across all SrcIP's, VS-Specific attack, metric:PPS",partition_name="Common",route_domain="0",source_ip="10.255.200.26",source_port="40447",vlan=""
action="Allow",hostname="scott-bigip2.dataman.com",bigip_mgmt_ip="10.255.251.228",context_name="/Common/vipDNS",date_time="Apr 24 2018 11:51:17",dest_ip="10.59.141.20",dest_port="53",device_product="Advanced Firewall Module",device_vendor="F5",device_version="13.1.0.5.0.0.5",dns_query_name="wwwcnncom",dns_query_type="A",dos_attack_event="Attack Sampled",dos_attack_id="150330458",dos_attack_name="A query DOS",dos_packets_dropped="0",dos_packets_received="15",errdefs_msgno="23003141",errdefs_msg_name="DNS Event",flow_id="0000000000000000",severity="4",dos_mode="Enforced",dos_src="Volumetric, Aggregated across all SrcIP's, VS-Specific attack, metric:PPS",partition_name="Common",route_domain="0",source_ip="10.255.200.26",source_port="55649",vlan=""
action="Allow",hostname="scott-bigip2.dataman.com",bigip_mgmt_ip="10.255.251.228",context_name="/Common/vipDNS",date_time="Apr 24 2018 11:51:17",dest_ip="10.59.141.20",dest_port="53",device_product="Advanced Firewall Module",device_vendor="F5",device_version="13.1.0.5.0.0.5",dns_query_name="wwwcnncom",dns_query_type="A",dos_attack_event="Attack Sampled",dos_attack_id="150330458",dos_attack_name="A query DOS",dos_packets_dropped="0",dos_packets_received="13",errdefs_msgno="23003141",errdefs_msg_name="DNS Event",flow_id="0000000000000000",severity="4",dos_mode="Enforced",dos_src="Volumetric, Aggregated across all SrcIP's, VS-Specific attack, metric:PPS",partition_name="Common",route_domain="0",source_ip="10.255.200.26",source_port="44661",vlan=""
action="Allow",hostname="scott-bigip2.dataman.com",bigip_mgmt_ip="10.255.251.228",context_name="/Common/vipDNS",date_time="Apr 24 2018 11:51:17",dest_ip="10.59.141.20",dest_port="53",device_product="Advanced Firewall Module",device_vendor="F5",device_version="13.1.0.5.0.0.5",dns_query_name="wwwcnncom",dns_query_type="A",dos_attack_event="Attack Sampled",dos_attack_id="150330458",dos_attack_name="A query DOS",dos_packets_dropped="0",dos_packets_received="15",errdefs_msgno="23003141",errdefs_msg_name="DNS Event",flow_id="0000000000000000",severity="4",dos_mode="Enforced",dos_src="Volumetric, Aggregated across all SrcIP's, VS-Specific attack, metric:PPS",partition_name="Common",route_domain="0",source_ip="10.255.200.26",source_port="49815",vlan=""
action="Allow",hostname="scott-bigip2.dataman.com",bigip_mgmt_ip="10.255.251.228",context_name="/Common/vipDNS",date_time="Apr 24 2018 11:51:18",dest_ip="10.59.141.20",dest_port="53",device_product="Advanced Firewall Module",device_vendor="F5",device_version="13.1.0.5.0.0.5",dns_query_name="wwwabccom",dns_query_type="A",dos_attack_event="Attack Sampled",dos_attack_id="150330458",dos_attack_name="A query DOS",dos_packets_dropped="0",dos_packets_received="14",errdefs_msgno="23003141",errdefs_msg_name="DNS Event",flow_id="0000000000000000",severity="4",dos_mode="Enforced",dos_src="Volumetric, Aggregated across all SrcIP's, VS-Specific attack, metric:PPS",partition_name="Common",route_domain="0",source_ip="10.255.200.26",source_port="57681",vlan=""
